RecordID,Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value,HDI
363,Chad,F,Education,No education,... for at least one specific reason,01/01/2014,70.9,187
363,Chad,F,Education,Primary,... for at least one specific reason,01/01/2014,79.5,187
363,Chad,F,Education,Secondary,... for at least one specific reason,01/01/2014,76.7,187
83,Chad,F,Education,Higher,... if she argues with him,01/01/2014,38.8,187
83,Chad,F,Education,No education,... if she argues with him,01/01/2014,47.6,187
83,Chad,F,Education,Primary,... if she argues with him,01/01/2014,55.1,187
83,Chad,F,Education,Secondary,... if she argues with him,01/01/2014,51.8,187
153,Chad,F,Education,Higher,... if she goes out without telling him,01/01/2014,37.1,187
153,Chad,F,Education,No education,... if she goes out without telling him,01/01/2014,56.3,187
153,Chad,F,Education,Primary,... if she goes out without telling him,01/01/2014,66.5,187
153,Chad,F,Education,Secondary,... if she goes out without telling him,01/01/2014,60.3,187
223,Chad,F,Education,Higher,... if she neglects the children,01/01/2014,43.1,187
223,Chad,F,Education,No education,... if she neglects the children,01/01/2014,56.7,187
223,Chad,F,Education,Primary,... if she neglects the children,01/01/2014,66.3,187
223,Chad,F,Education,Secondary,... if she neglects the children,01/01/2014,64,187
293,Chad,F,Education,Higher,... if she refuses to have sex with him,01/01/2014,21.8,187
293,Chad,F,Education,No education,... if she refuses to have sex with him,01/01/2014,41.5,187
293,Chad,F,Education,Primary,... if she refuses to have sex with him,01/01/2014,43.2,187
293,Chad,F,Education,Secondary,... if she refuses to have sex with him,01/01/2014,33.6,187
363,Chad,F,Employment,Employed for cash,... for at least one specific reason,01/01/2014,79.6,187
363,Chad,F,Employment,Employed for kind,... for at least one specific reason,01/01/2014,70.7,187
363,Chad,F,Employment,Unemployed,... for at least one specific reason,01/01/2014,70,187
83,Chad,F,Employment,Employed for cash,... if she argues with him,01/01/2014,56.6,187
83,Chad,F,Employment,Employed for kind,... if she argues with him,01/01/2014,48.8,187
83,Chad,F,Employment,Unemployed,... if she argues with him,01/01/2014,45.1,187
153,Chad,F,Employment,Employed for cash,... if she goes out without telling him,01/01/2014,65.5,187
153,Chad,F,Employment,Employed for kind,... if she goes out without telling him,01/01/2014,60.6,187
153,Chad,F,Employment,Unemployed,... if she goes out without telling him,01/01/2014,53.8,187
223,Chad,F,Employment,Employed for cash,... if she neglects the children,01/01/2014,67,187
223,Chad,F,Employment,Employed for kind,... if she neglects the children,01/01/2014,60.7,187
223,Chad,F,Employment,Unemployed,... if she neglects the children,01/01/2014,54.2,187
293,Chad,F,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2014,45.7,187
293,Chad,F,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2014,40.1,187
293,Chad,F,Employment,Unemployed,... if she refuses to have sex with him,01/01/2014,37,187
363,Chad,F,Marital status,Married or living together,... for at least one specific reason,01/01/2014,76,187
363,Chad,F,Marital status,Never married,... for at least one specific reason,01/01/2014,63.7,187
363,Chad,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2014,71,187
83,Chad,F,Marital status,Married or living together,... if she argues with him,01/01/2014,52.1,187
83,Chad,F,Marital status,Never married,... if she argues with him,01/01/2014,39.5,187
83,Chad,F,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2014,49.3,187
153,Chad,F,Marital status,Married or living together,... if she goes out without telling him,01/01/2014,62.1,187
153,Chad,F,Marital status,Never married,... if she goes out without telling him,01/01/2014,46.3,187
153,Chad,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2014,56.9,187
223,Chad,F,Marital status,Married or living together,... if she neglects the children,01/01/2014,62.1,187
223,Chad,F,Marital status,Never married,... if she neglects the children,01/01/2014,49.6,187
223,Chad,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2014,58.8,187
293,Chad,F,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2014,43.7,187
293,Chad,F,Marital status,Never married,... if she refuses to have sex with him,01/01/2014,26.5,187
293,Chad,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2014,40.8,187
363,Chad,F,Residence,Rural,... for at least one specific reason,01/01/2014,73.5,187
363,Chad,F,Residence,Urban,... for at least one specific reason,01/01/2014,73.8,187
83,Chad,F,Residence,Rural,... if she argues with him,01/01/2014,50.2,187
83,Chad,F,Residence,Urban,... if she argues with him,01/01/2014,48.4,187
153,Chad,F,Residence,Rural,... if she goes out without telling him,01/01/2014,59.9,187
153,Chad,F,Residence,Urban,... if she goes out without telling him,01/01/2014,56.2,187
223,Chad,F,Residence,Rural,... if she neglects the children,01/01/2014,60.1,187
223,Chad,F,Residence,Urban,... if she neglects the children,01/01/2014,58.8,187
293,Chad,F,Residence,Rural,... if she refuses to have sex with him,01/01/2014,42.6,187
293,Chad,F,Residence,Urban,... if she refuses to have sex with him,01/01/2014,34.2,187
363,Chad,M,Age,15-24,... for at least one specific reason,01/01/2014,53.2,187
363,Chad,M,Age,25-34,... for at least one specific reason,01/01/2014,50.5,187
363,Chad,M,Age,35-49,... for at least one specific reason,01/01/2014,46.8,187
83,Chad,M,Age,15-24,... if she argues with him,01/01/2014,24.4,187
83,Chad,M,Age,25-34,... if she argues with him,01/01/2014,20.8,187
83,Chad,M,Age,35-49,... if she argues with him,01/01/2014,20.6,187
153,Chad,M,Age,15-24,... if she goes out without telling him,01/01/2014,30,187
153,Chad,M,Age,25-34,... if she goes out without telling him,01/01/2014,28.1,187
153,Chad,M,Age,35-49,... if she goes out without telling him,01/01/2014,25.7,187
223,Chad,M,Age,15-24,... if she neglects the children,01/01/2014,38.4,187
223,Chad,M,Age,25-34,... if she neglects the children,01/01/2014,37.3,187
223,Chad,M,Age,35-49,... if she neglects the children,01/01/2014,34.8,187
293,Chad,M,Age,15-24,... if she refuses to have sex with him,01/01/2014,25.9,187
293,Chad,M,Age,25-34,... if she refuses to have sex with him,01/01/2014,22.9,187
293,Chad,M,Age,35-49,... if she refuses to have sex with him,01/01/2014,21.5,187
363,Chad,M,Education,Higher,... for at least one specific reason,01/01/2014,36.6,187
363,Chad,M,Education,No education,... for at least one specific reason,01/01/2014,50.2,187
363,Chad,M,Education,Primary,... for at least one specific reason,01/01/2014,53,187
363,Chad,M,Education,Secondary,... for at least one specific reason,01/01/2014,50.6,187
83,Chad,M,Education,Higher,... if she argues with him,01/01/2014,10.1,187
83,Chad,M,Education,No education,... if she argues with him,01/01/2014,24.6,187
83,Chad,M,Education,Primary,... if she argues with him,01/01/2014,22.8,187
83,Chad,M,Education,Secondary,... if she argues with him,01/01/2014,20.8,187
153,Chad,M,Education,Higher,... if she goes out without telling him,01/01/2014,17.7,187
153,Chad,M,Education,No education,... if she goes out without telling him,01/01/2014,28.6,187
153,Chad,M,Education,Primary,... if she goes out without telling him,01/01/2014,30.7,187
153,Chad,M,Education,Secondary,... if she goes out without telling him,01/01/2014,26.9,187
223,Chad,M,Education,Higher,... if she neglects the children,01/01/2014,27.6,187
223,Chad,M,Education,No education,... if she neglects the children,01/01/2014,34.6,187
223,Chad,M,Education,Primary,... if she neglects the children,01/01/2014,40.5,187
223,Chad,M,Education,Secondary,... if she neglects the children,01/01/2014,37.9,187
293,Chad,M,Education,Higher,... if she refuses to have sex with him,01/01/2014,9.3,187
293,Chad,M,Education,No education,... if she refuses to have sex with him,01/01/2014,24.6,187
293,Chad,M,Education,Primary,... if she refuses to have sex with him,01/01/2014,25,187
293,Chad,M,Education,Secondary,... if she refuses to have sex with him,01/01/2014,23.5,187
363,Chad,M,Employment,Employed for cash,... for at least one specific reason,01/01/2014,51.9,187
363,Chad,M,Employment,Employed for kind,... for at least one specific reason,01/01/2014,48.2,187
363,Chad,M,Employment,Unemployed,... for at least one specific reason,01/01/2014,51.8,187
83,Chad,M,Employment,Employed for cash,... if she argues with him,01/01/2014,20.1,187
83,Chad,M,Employment,Employed for kind,... if she argues with him,01/01/2014,23.9,187
83,Chad,M,Employment,Unemployed,... if she argues with him,01/01/2014,26.5,187
153,Chad,M,Employment,Employed for cash,... if she goes out without telling him,01/01/2014,26.9,187
153,Chad,M,Employment,Employed for kind,... if she goes out without telling him,01/01/2014,29.1,187
153,Chad,M,Employment,Unemployed,... if she goes out without telling him,01/01/2014,30.3,187
223,Chad,M,Employment,Employed for cash,... if she neglects the children,01/01/2014,39.6,187
223,Chad,M,Employment,Employed for kind,... if she neglects the children,01/01/2014,33.2,187
223,Chad,M,Employment,Unemployed,... if she neglects the children,01/01/2014,37.7,187
293,Chad,M,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2014,23.7,187
293,Chad,M,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2014,24.2,187
293,Chad,M,Employment,Unemployed,... if she refuses to have sex with him,01/01/2014,22.9,187
363,Chad,M,Marital status,Married or living together,... for at least one specific reason,01/01/2014,48.4,187
363,Chad,M,Marital status,Never married,... for at least one specific reason,01/01/2014,53.1,187
363,Chad,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2014,55.3,187
83,Chad,M,Marital status,Married or living together,... if she argues with him,01/01/2014,21,187
83,Chad,M,Marital status,Never married,... if she argues with him,01/01/2014,23.8,187
83,Chad,M,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2014,26.8,187
153,Chad,M,Marital status,Married or living together,... if she goes out without telling him,01/01/2014,26.7,187
153,Chad,M,Marital status,Never married,... if she goes out without telling him,01/01/2014,29.8,187
153,Chad,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2014,35.2,187
223,Chad,M,Marital status,Married or living together,... if she neglects the children,01/01/2014,35.6,187
223,Chad,M,Marital status,Never married,... if she neglects the children,01/01/2014,38.8,187
223,Chad,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2014,39.2,187
293,Chad,M,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2014,22.3,187
293,Chad,M,Marital status,Never married,... if she refuses to have sex with him,01/01/2014,25.2,187
293,Chad,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2014,32.6,187
363,Chad,M,Residence,Rural,... for at least one specific reason,01/01/2014,51.6,187
363,Chad,M,Residence,Urban,... for at least one specific reason,01/01/2014,47.9,187
83,Chad,M,Residence,Rural,... if she argues with him,01/01/2014,23.3,187
83,Chad,M,Residence,Urban,... if she argues with him,01/01/2014,19.8,187
153,Chad,M,Residence,Rural,... if she goes out without telling him,01/01/2014,28.9,187
153,Chad,M,Residence,Urban,... if she goes out without telling him,01/01/2014,26.3,187
223,Chad,M,Residence,Rural,... if she neglects the children,01/01/2014,38,187
223,Chad,M,Residence,Urban,... if she neglects the children,01/01/2014,34.6,187
293,Chad,M,Residence,Rural,... if she refuses to have sex with him,01/01/2014,26.1,187
293,Chad,M,Residence,Urban,... if she refuses to have sex with him,01/01/2014,18.2,187
14,Colombia,F,Age,25-34,... if she burns the food,01/01/2015,0.8,83
14,Colombia,F,Education,Higher,... if she burns the food,01/01/2015,0.8,83
14,Colombia,F,Employment,Employed for cash,... if she burns the food,01/01/2015,1.1,83
14,Colombia,F,Marital status,Married or living together,... if she burns the food,01/01/2015,1.1,83
14,Colombia,F,Residence,Urban,... if she burns the food,01/01/2015,1.1,83
14,Colombia,F,Age,15-24,... if she burns the food,01/01/2015,1.2,83
14,Colombia,F,Education,Secondary,... if she burns the food,01/01/2015,1.2,83
14,Colombia,F,Marital status,Never married,... if she burns the food,01/01/2015,1.2,83
14,Colombia,F,Employment,Unemployed,... if she burns the food,01/01/2015,1.3,83
14,Colombia,F,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2015,1.3,83
14,Colombia,F,Age,35-49,... if she burns the food,01/01/2015,1.4,83
14,Colombia,F,Residence,Rural,... if she burns the food,01/01/2015,1.5,83
14,Colombia,F,Education,Primary,... if she burns the food,01/01/2015,1.7,83
14,Colombia,F,Education,No education,... if she burns the food,01/01/2015,1.8,83
14,Colombia,F,Employment,Employed for kind,... if she burns the food,01/01/2015,1.9,83
14,Colombia,M,Education,Higher,... if she burns the food,01/01/2015,0.7,83
14,Colombia,M,Residence,Urban,... if she burns the food,01/01/2015,0.9,83
14,Colombia,M,Age,35-49,... if she burns the food,01/01/2015,1,83
14,Colombia,M,Age,25-34,... if she burns the food,01/01/2015,1.1,83
14,Colombia,M,Education,Secondary,... if she burns the food,01/01/2015,1.1,83
14,Colombia,M,Employment,Employed for cash,... if she burns the food,01/01/2015,1.1,83
14,Colombia,M,Marital status,Married or living together,... if she burns the food,01/01/2015,1.1,83
14,Colombia,M,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2015,1.2,83
14,Colombia,M,Marital status,Never married,... if she burns the food,01/01/2015,1.3,83
14,Colombia,M,Age,15-24,... if she burns the food,01/01/2015,1.4,83
14,Colombia,M,Employment,Employed for kind,... if she burns the food,01/01/2015,1.4,83
14,Colombia,M,Employment,Unemployed,... if she burns the food,01/01/2015,1.7,83
14,Colombia,M,Education,Primary,... if she burns the food,01/01/2015,1.9,83
14,Colombia,M,Residence,Rural,... if she burns the food,01/01/2015,2,83
14,Colombia,M,Education,No education,... if she burns the food,01/01/2015,2.8,83
364,Colombia,F,Age,15-24,... for at least one specific reason,01/01/2015,3.2,83
364,Colombia,F,Age,25-34,... for at least one specific reason,01/01/2015,2.7,83
364,Colombia,F,Age,35-49,... for at least one specific reason,01/01/2015,3.4,83
84,Colombia,F,Age,15-24,... if she argues with him,01/01/2015,1.3,83
84,Colombia,F,Age,25-34,... if she argues with him,01/01/2015,1,83
84,Colombia,F,Age,35-49,... if she argues with him,01/01/2015,1.4,83
154,Colombia,F,Age,15-24,... if she goes out without telling him,01/01/2015,1.1,83
154,Colombia,F,Age,25-34,... if she goes out without telling him,01/01/2015,1.1,83
154,Colombia,F,Age,35-49,... if she goes out without telling him,01/01/2015,1.4,83
224,Colombia,F,Age,15-24,... if she neglects the children,01/01/2015,2.3,83
224,Colombia,F,Age,25-34,... if she neglects the children,01/01/2015,2.1,83
224,Colombia,F,Age,35-49,... if she neglects the children,01/01/2015,2.7,83
294,Colombia,F,Age,15-24,... if she refuses to have sex with him,01/01/2015,1.1,83
294,Colombia,F,Age,25-34,... if she refuses to have sex with him,01/01/2015,0.8,83
294,Colombia,F,Age,35-49,... if she refuses to have sex with him,01/01/2015,1.3,83
364,Colombia,F,Education,Higher,... for at least one specific reason,01/01/2015,1.6,83
364,Colombia,F,Education,No education,... for at least one specific reason,01/01/2015,12.7,83
364,Colombia,F,Education,Primary,... for at least one specific reason,01/01/2015,5.7,83
364,Colombia,F,Education,Secondary,... for at least one specific reason,01/01/2015,3.1,83
84,Colombia,F,Education,Higher,... if she argues with him,01/01/2015,0.9,83
84,Colombia,F,Education,No education,... if she argues with him,01/01/2015,3.6,83
84,Colombia,F,Education,Primary,... if she argues with him,01/01/2015,1.8,83
84,Colombia,F,Education,Secondary,... if she argues with him,01/01/2015,1.3,83
154,Colombia,F,Education,Higher,... if she goes out without telling him,01/01/2015,0.8,83
154,Colombia,F,Education,No education,... if she goes out without telling him,01/01/2015,5.8,83
154,Colombia,F,Education,Primary,... if she goes out without telling him,01/01/2015,1.8,83
154,Colombia,F,Education,Secondary,... if she goes out without telling him,01/01/2015,1.3,83
224,Colombia,F,Education,Higher,... if she neglects the children,01/01/2015,1.2,83
224,Colombia,F,Education,No education,... if she neglects the children,01/01/2015,9.8,83
224,Colombia,F,Education,Primary,... if she neglects the children,01/01/2015,4.4,83
224,Colombia,F,Education,Secondary,... if she neglects the children,01/01/2015,2.5,83
294,Colombia,F,Education,Higher,... if she refuses to have sex with him,01/01/2015,0.9,83
294,Colombia,F,Education,No education,... if she refuses to have sex with him,01/01/2015,2.9,83
294,Colombia,F,Education,Primary,... if she refuses to have sex with him,01/01/2015,1.4,83
294,Colombia,F,Education,Secondary,... if she refuses to have sex with him,01/01/2015,1.1,83
364,Colombia,F,Employment,Employed for cash,... for at least one specific reason,01/01/2015,2.7,83
364,Colombia,F,Employment,Employed for kind,... for at least one specific reason,01/01/2015,5.5,83
364,Colombia,F,Employment,Unemployed,... for at least one specific reason,01/01/2015,3.9,83
84,Colombia,F,Employment,Employed for cash,... if she argues with him,01/01/2015,1.1,83
84,Colombia,F,Employment,Employed for kind,... if she argues with him,01/01/2015,2,83
84,Colombia,F,Employment,Unemployed,... if she argues with him,01/01/2015,1.5,83
154,Colombia,F,Employment,Employed for cash,... if she goes out without telling him,01/01/2015,1.1,83
154,Colombia,F,Employment,Employed for kind,... if she goes out without telling him,01/01/2015,2.4,83
154,Colombia,F,Employment,Unemployed,... if she goes out without telling him,01/01/2015,1.4,83
224,Colombia,F,Employment,Employed for cash,... if she neglects the children,01/01/2015,2.1,83
224,Colombia,F,Employment,Employed for kind,... if she neglects the children,01/01/2015,4.4,83
224,Colombia,F,Employment,Unemployed,... if she neglects the children,01/01/2015,2.9,83
294,Colombia,F,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2015,1,83
294,Colombia,F,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2015,2,83
294,Colombia,F,Employment,Unemployed,... if she refuses to have sex with him,01/01/2015,1.1,83
364,Colombia,F,Marital status,Married or living together,... for at least one specific reason,01/01/2015,3.3,83
364,Colombia,F,Marital status,Never married,... for at least one specific reason,01/01/2015,2.8,83
364,Colombia,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2015,3,83
84,Colombia,F,Marital status,Married or living together,... if she argues with him,01/01/2015,1.2,83
84,Colombia,F,Marital status,Never married,... if she argues with him,01/01/2015,1.3,83
84,Colombia,F,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2015,1.4,83
154,Colombia,F,Marital status,Married or living together,... if she goes out without telling him,01/01/2015,1.3,83
154,Colombia,F,Marital status,Never married,... if she goes out without telling him,01/01/2015,1.2,83
154,Colombia,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2015,1.3,83
224,Colombia,F,Marital status,Married or living together,... if she neglects the children,01/01/2015,2.7,83
224,Colombia,F,Marital status,Never married,... if she neglects the children,01/01/2015,1.9,83
224,Colombia,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2015,2.4,83
294,Colombia,F,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2015,1,83
294,Colombia,F,Marital status,Never married,... if she refuses to have sex with him,01/01/2015,1.2,83
294,Colombia,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2015,1.3,83
364,Colombia,F,Residence,Rural,... for at least one specific reason,01/01/2015,5.8,83
364,Colombia,F,Residence,Urban,... for at least one specific reason,01/01/2015,2.4,83
84,Colombia,F,Residence,Rural,... if she argues with him,01/01/2015,1.6,83
84,Colombia,F,Residence,Urban,... if she argues with him,01/01/2015,1.2,83
154,Colombia,F,Residence,Rural,... if she goes out without telling him,01/01/2015,1.8,83
154,Colombia,F,Residence,Urban,... if she goes out without telling him,01/01/2015,1.1,83
224,Colombia,F,Residence,Rural,... if she neglects the children,01/01/2015,4.3,83
224,Colombia,F,Residence,Urban,... if she neglects the children,01/01/2015,1.9,83
294,Colombia,F,Residence,Rural,... if she refuses to have sex with him,01/01/2015,1.4,83
294,Colombia,F,Residence,Urban,... if she refuses to have sex with him,01/01/2015,1,83
364,Colombia,M,Age,15-24,... for at least one specific reason,01/01/2015,4.8,83
364,Colombia,M,Age,25-34,... for at least one specific reason,01/01/2015,3.7,83
364,Colombia,M,Age,35-49,... for at least one specific reason,01/01/2015,4,83
84,Colombia,M,Age,15-24,... if she argues with him,01/01/2015,1.7,83
84,Colombia,M,Age,25-34,... if she argues with him,01/01/2015,1.2,83
84,Colombia,M,Age,35-49,... if she argues with him,01/01/2015,1.3,83
154,Colombia,M,Age,15-24,... if she goes out without telling him,01/01/2015,1.7,83
154,Colombia,M,Age,25-34,... if she goes out without telling him,01/01/2015,1.3,83
154,Colombia,M,Age,35-49,... if she goes out without telling him,01/01/2015,1.3,83
224,Colombia,M,Age,15-24,... if she neglects the children,01/01/2015,3.5,83
224,Colombia,M,Age,25-34,... if she neglects the children,01/01/2015,2.8,83
224,Colombia,M,Age,35-49,... if she neglects the children,01/01/2015,2.7,83
294,Colombia,M,Age,15-24,... if she refuses to have sex with him,01/01/2015,1.6,83
294,Colombia,M,Age,25-34,... if she refuses to have sex with him,01/01/2015,1.1,83
294,Colombia,M,Age,35-49,... if she refuses to have sex with him,01/01/2015,1.2,83
364,Colombia,M,Education,Higher,... for at least one specific reason,01/01/2015,1.7,83
364,Colombia,M,Education,No education,... for at least one specific reason,01/01/2015,13.2,83
364,Colombia,M,Education,Primary,... for at least one specific reason,01/01/2015,7.5,83
364,Colombia,M,Education,Secondary,... for at least one specific reason,01/01/2015,4.1,83
84,Colombia,M,Education,Higher,... if she argues with him,01/01/2015,0.7,83
84,Colombia,M,Education,No education,... if she argues with him,01/01/2015,2.3,83
84,Colombia,M,Education,Primary,... if she argues with him,01/01/2015,2.3,83
84,Colombia,M,Education,Secondary,... if she argues with him,01/01/2015,1.5,83
154,Colombia,M,Education,Higher,... if she goes out without telling him,01/01/2015,0.8,83
154,Colombia,M,Education,No education,... if she goes out without telling him,01/01/2015,3.2,83
154,Colombia,M,Education,Primary,... if she goes out without telling him,01/01/2015,3,83
154,Colombia,M,Education,Secondary,... if she goes out without telling him,01/01/2015,1.2,83
224,Colombia,M,Education,Higher,... if she neglects the children,01/01/2015,1.2,83
224,Colombia,M,Education,No education,... if she neglects the children,01/01/2015,9.4,83
224,Colombia,M,Education,Primary,... if she neglects the children,01/01/2015,5.4,83
224,Colombia,M,Education,Secondary,... if she neglects the children,01/01/2015,2.9,83
294,Colombia,M,Education,Higher,... if she refuses to have sex with him,01/01/2015,0.7,83
294,Colombia,M,Education,No education,... if she refuses to have sex with him,01/01/2015,4.2,83
294,Colombia,M,Education,Primary,... if she refuses to have sex with him,01/01/2015,2.1,83
294,Colombia,M,Education,Secondary,... if she refuses to have sex with him,01/01/2015,1.3,83
364,Colombia,M,Employment,Employed for cash,... for at least one specific reason,01/01/2015,4.1,83
364,Colombia,M,Employment,Employed for kind,... for at least one specific reason,01/01/2015,7.5,83
364,Colombia,M,Employment,Unemployed,... for at least one specific reason,01/01/2015,4.2,83
84,Colombia,M,Employment,Employed for cash,... if she argues with him,01/01/2015,1.4,83
84,Colombia,M,Employment,Employed for kind,... if she argues with him,01/01/2015,2,83
84,Colombia,M,Employment,Unemployed,... if she argues with him,01/01/2015,1.7,83
154,Colombia,M,Employment,Employed for cash,... if she goes out without telling him,01/01/2015,1.4,83
154,Colombia,M,Employment,Employed for kind,... if she goes out without telling him,01/01/2015,2.3,83
154,Colombia,M,Employment,Unemployed,... if she goes out without telling him,01/01/2015,1.5,83
224,Colombia,M,Employment,Employed for cash,... if she neglects the children,01/01/2015,3,83
224,Colombia,M,Employment,Employed for kind,... if she neglects the children,01/01/2015,4.1,83
224,Colombia,M,Employment,Unemployed,... if she neglects the children,01/01/2015,2.8,83
294,Colombia,M,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2015,1.2,83
294,Colombia,M,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2015,3.3,83
294,Colombia,M,Employment,Unemployed,... if she refuses to have sex with him,01/01/2015,1.8,83
364,Colombia,M,Marital status,Married or living together,... for at least one specific reason,01/01/2015,4,83
364,Colombia,M,Marital status,Never married,... for at least one specific reason,01/01/2015,4.3,83
364,Colombia,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2015,4.3,83
84,Colombia,M,Marital status,Married or living together,... if she argues with him,01/01/2015,1.3,83
84,Colombia,M,Marital status,Never married,... if she argues with him,01/01/2015,1.5,83
84,Colombia,M,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2015,1.2,83
154,Colombia,M,Marital status,Married or living together,... if she goes out without telling him,01/01/2015,1.4,83
154,Colombia,M,Marital status,Never married,... if she goes out without telling him,01/01/2015,1.4,83
154,Colombia,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2015,1.5,83
224,Colombia,M,Marital status,Married or living together,... if she neglects the children,01/01/2015,3,83
224,Colombia,M,Marital status,Never married,... if she neglects the children,01/01/2015,2.9,83
224,Colombia,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2015,3.3,83
294,Colombia,M,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2015,1.2,83
294,Colombia,M,Marital status,Never married,... if she refuses to have sex with him,01/01/2015,1.4,83
294,Colombia,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2015,1.2,83
364,Colombia,M,Residence,Rural,... for at least one specific reason,01/01/2015,6.8,83
364,Colombia,M,Residence,Urban,... for at least one specific reason,01/01/2015,3.4,83
84,Colombia,M,Residence,Rural,... if she argues with him,01/01/2015,2.2,83
84,Colombia,M,Residence,Urban,... if she argues with him,01/01/2015,1.2,83
154,Colombia,M,Residence,Rural,... if she goes out without telling him,01/01/2015,2.6,83
154,Colombia,M,Residence,Urban,... if she goes out without telling him,01/01/2015,1.1,83
224,Colombia,M,Residence,Rural,... if she neglects the children,01/01/2015,5,83
224,Colombia,M,Residence,Urban,... if she neglects the children,01/01/2015,2.4,83
294,Colombia,M,Residence,Rural,... if she refuses to have sex with him,01/01/2015,2.1,83
294,Colombia,M,Residence,Urban,... if she refuses to have sex with him,01/01/2015,1.1,83
15,Comoros,F,Education,Higher,... if she burns the food,01/01/2012,6.7,156
15,Comoros,F,Residence,Urban,... if she burns the food,01/01/2012,7.1,156
15,Comoros,F,Age,35-49,... if she burns the food,01/01/2012,10,156
15,Comoros,F,Employment,Employed for cash,... if she burns the food,01/01/2012,11.1,156
15,Comoros,F,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2012,11.1,156
15,Comoros,F,Age,25-34,... if she burns the food,01/01/2012,11.6,156
15,Comoros,F,Education,Secondary,... if she burns the food,01/01/2012,11.6,156
15,Comoros,F,Employment,Unemployed,... if she burns the food,01/01/2012,12.1,156
15,Comoros,F,Marital status,Married or living together,... if she burns the food,01/01/2012,12.2,156
15,Comoros,F,Education,Primary,... if she burns the food,01/01/2012,13.7,156
15,Comoros,F,Marital status,Never married,... if she burns the food,01/01/2012,14,156
15,Comoros,F,Age,15-24,... if she burns the food,01/01/2012,15.1,156
15,Comoros,F,Education,No education,... if she burns the food,01/01/2012,15.3,156
15,Comoros,F,Residence,Rural,... if she burns the food,01/01/2012,15.5,156
15,Comoros,F,Employment,Employed for kind,... if she burns the food,01/01/2012,18.3,156
15,Comoros,M,Education,Higher,... if she burns the food,01/01/2012,0.8,156
15,Comoros,M,Age,35-49,... if she burns the food,01/01/2012,0.9,156
15,Comoros,M,Employment,Unemployed,... if she burns the food,01/01/2012,1.8,156
15,Comoros,M,Marital status,Married or living together,... if she burns the food,01/01/2012,2.2,156
15,Comoros,M,Residence,Urban,... if she burns the food,01/01/2012,2.3,156
15,Comoros,M,Education,Secondary,... if she burns the food,01/01/2012,2.5,156
15,Comoros,M,Employment,Employed for cash,... if she burns the food,01/01/2012,2.7,156
15,Comoros,M,Age,25-34,... if she burns the food,01/01/2012,2.9,156
15,Comoros,M,Residence,Rural,... if she burns the food,01/01/2012,3.5,156
15,Comoros,M,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2012,3.6,156
15,Comoros,M,Education,Primary,... if she burns the food,01/01/2012,3.8,156
15,Comoros,M,Marital status,Never married,... if she burns the food,01/01/2012,4.1,156
15,Comoros,M,Age,15-24,... if she burns the food,01/01/2012,4.8,156
15,Comoros,M,Education,No education,... if she burns the food,01/01/2012,4.9,156
15,Comoros,M,Employment,Employed for kind,... if she burns the food,01/01/2012,5.5,156
365,Comoros,F,Age,15-24,... for at least one specific reason,01/01/2012,42.5,156
365,Comoros,F,Age,25-34,... for at least one specific reason,01/01/2012,36,156
