rank,title,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid
68,Bud Farm: Grass Roots,571717,10.0 M,4.68,0.1,0.2,0,GAME SIMULATION,465050,68241,16339,6364,15721,FALSE
69,Hi Cooking,551276,10.0 M,4.51,0.1,0.2,0,GAME SIMULATION,427133,50463,31390,12089,30198,FALSE
70,Fire Emblem Heroes,549615,5.0 M,4.36,0.7,1.7,0,GAME SIMULATION,379443,83202,31636,14528,40804,FALSE
71,Car Simulator 2,545476,10.0 M,4.44,4.7,9.1,0,GAME SIMULATION,422460,43970,20373,12679,45991,FALSE
72,Taxi Game,501264,50.0 M,3.44,0,0,0,GAME SIMULATION,248598,40017,38768,33163,140716,FALSE
73,Public Transport Simulator,485173,10.0 M,4.2,0.6,1.2,0,GAME SIMULATION,326657,55914,31333,17527,53739,FALSE
74,Stickman Dismounting,479602,10.0 M,4.25,0.3,0.7,0,GAME SIMULATION,320822,62713,35119,15528,45418,FALSE
75,Pokémon: Magikarp Jump,473108,10.0 M,4.52,0.4,0.8,0,GAME SIMULATION,355701,62419,22120,8720,24145,FALSE
76,World Truck Driving Simulator,471115,10.0 M,4.36,3.1,7.4,0,GAME SIMULATION,347260,46137,22110,12097,43508,FALSE
77,"Avatar Life - fun, love & games in virtual world!",453899,10.0 M,4.08,1.1,2.3,0,GAME SIMULATION,282985,62118,32292,15532,60970,FALSE
78,Indian Train Simulator,450705,10.0 M,4.04,0.9,1.7,0,GAME SIMULATION,284990,49372,31347,20301,64693,FALSE
79,Home Street – Home Design Game,447104,10.0 M,4.23,0.5,1.3,0,GAME SIMULATION,307948,48863,25752,14540,49999,FALSE
80,High School Simulator 2018,447068,10.0 M,4.19,2.9,6.1,0,GAME SIMULATION,304413,47096,26159,15157,54241,FALSE
81,Battle Disc,446372,10.0 M,4.27,0.2,0.8,0,GAME SIMULATION,304208,51235,35792,15611,39523,FALSE
82,Heavy Bus Simulator,443024,10.0 M,4.12,0.5,1.2,0,GAME SIMULATION,291648,49212,26985,15391,59786,FALSE
83,Симулятор жизни Ютубера,441554,1.0 M,4.69,0.3,0.9,0,GAME SIMULATION,357642,53019,17556,4551,8783,FALSE
84,Truck Simulator USA,425625,10.0 M,4.21,1,2.2,0,GAME SIMULATION,274945,62760,32716,13930,41272,FALSE
85,Bio Inc - Plague and rebel doctors offline,425277,10.0 M,4.19,0,0.1,0,GAME SIMULATION,257308,80317,35472,14808,37370,FALSE
86,Car Mechanic Simulator,424968,10.0 M,4.43,2.5,5.6,0,GAME SIMULATION,300551,62248,29322,9764,23081,FALSE
87,IDBS Bus Simulator,423399,10.0 M,4,0.3,0.8,0,GAME SIMULATION,269629,37649,30249,18869,66999,FALSE
88,ZooCraft: Animal Family Simulator,420829,10.0 M,4.39,0.3,0.7,0,GAME SIMULATION,288173,68381,28995,11287,23990,FALSE
89,Woodturning,416135,100.0 M,3.93,2.3,4.1,0,GAME SIMULATION,245092,47239,35489,24138,64175,FALSE
90,Mystic Messenger,412100,5.0 M,4.7,0.8,1.6,0,GAME SIMULATION,351636,29727,10907,5278,14549,FALSE
91,Goat Simulator,406254,10.0 M,4.32,2,4.5,0,GAME SIMULATION,300806,32924,17358,10257,44905,FALSE
92,Stickman Rope Hero,404025,10.0 M,4.05,0.5,1.1,0,GAME SIMULATION,263927,37192,24222,15468,63213,FALSE
93,My Virtual Pet Shop: Take Care of Pets & Animals🐶,403098,10.0 M,4.51,0.9,2.4,0,GAME SIMULATION,312933,39101,19132,9003,22927,FALSE
94,FarmVille 2: Tropic Escape,400719,10.0 M,4.27,0.2,0.4,0,GAME SIMULATION,266540,57248,28699,14529,33701,FALSE
95,We Are Illuminati - Conspiracy Simulator Clicker,398841,5.0 M,4.39,0.7,1.4,0,GAME SIMULATION,284071,52165,24032,11095,27475,FALSE
96,Dragons World,392326,10.0 M,4.28,0,0.1,0,GAME SIMULATION,273173,42951,26785,11070,38345,FALSE
97,Tap Tap Fish AbyssRium - Healing Aquarium (+VR),385620,10.0 M,4.22,0,0,0,GAME SIMULATION,252669,52719,29078,13880,37271,FALSE
98,Terrarium: Garden Idle,384264,5.0 M,4.65,1.3,2.5,0,GAME SIMULATION,312380,38777,15048,6497,11560,FALSE
99,레알팜,383441,5.0 M,4.33,0.1,0.2,0,GAME SIMULATION,242035,75032,36866,8459,21047,FALSE
100,Prison Empire Tycoon - Idle Game,379807,10.0 M,4.37,3.4,6.8,0,GAME SIMULATION,251581,70390,25635,10303,21896,FALSE
1,Dream League Soccer,13374620,100.0 M,4.45,0,0.1,0,GAME SPORTS,10064893,1456557,649320,268502,935345,FALSE
2,FIFA Soccer,7280320,100.0 M,4.2,1.1,2.2,0,GAME SPORTS,4948104,836607,388832,190712,916062,FALSE
3,Score! Hero,6779161,100.0 M,4.19,0.4,0.9,0,GAME SPORTS,4480503,844263,462636,219496,772261,FALSE
4,eFootball PES 2021,6173868,50.0 M,4.23,1.5,4.3,0,GAME SPORTS,4315624,614928,324602,175004,743707,FALSE
5,Top Eleven 2021: Be a Soccer Manager,4566390,50.0 M,4.63,1.7,3.9,0,GAME SPORTS,3513113,698774,189314,54583,110603,FALSE
6,EA SPORTS UFC®,2983855,50.0 M,4.38,0.3,0.8,0,GAME SPORTS,2128566,387636,163976,68226,235449,FALSE
7,Bowling King,2926717,10.0 M,4.57,0.1,0.3,0,GAME SPORTS,2168204,458751,175709,38525,85526,FALSE
8,World Cricket Championship 2 - WCC2,2916874,50.0 M,4.29,0.5,1.1,0,GAME SPORTS,2047055,342682,155762,75373,296000,FALSE
9,8 Ball Pool,2877308,500.0 M,4.46,0.7,0,0,GAME SPORTS,2120943,387731,130299,54191,184141,FALSE
10,Carrom Pool: Disc Game,2839251,100.0 M,4.2,1.9,3.8,0,GAME SPORTS,1949415,292373,166477,89363,341621,FALSE
11,Dream League Soccer 2021,2637735,50.0 M,4.36,6.8,15,0,GAME SPORTS,1902637,289281,154916,70061,220839,FALSE
12,Pooking - Billiards City,2544608,100.0 M,4.42,2.2,4.5,0,GAME SPORTS,1805981,369736,161120,59393,148375,FALSE
13,NBA LIVE Mobile Basketball,2369845,50.0 M,4.16,0.4,1,0,GAME SPORTS,1558217,301703,138521,76059,295342,FALSE
14,New Star Soccer,2267369,10.0 M,4.62,0.4,0.7,0,GAME SPORTS,1736140,337201,109127,26236,58663,FALSE
15,Soccer Stars,2221308,50.0 M,4.24,0.5,1.2,0,GAME SPORTS,1567726,211399,117803,62077,262301,FALSE
16,Golf Clash,1975028,10.0 M,4.26,0.4,0.7,0,GAME SPORTS,1202833,428030,147116,53461,143586,FALSE
17,Online Soccer Manager (OSM) - 20/21,1973922,10.0 M,4.41,1,1.8,0,GAME SPORTS,1450422,234305,95634,40048,153511,FALSE
18,World Soccer League,1913145,100.0 M,4.27,2.1,4.2,0,GAME SPORTS,1368588,171295,107679,58643,206939,FALSE
19,Football Strike - Multiplayer Soccer,1737476,100.0 M,4.39,3.4,5.1,0,GAME SPORTS,1271467,191908,93271,39101,141727,FALSE
20,Head Ball 2,1698878,50.0 M,4.04,1.8,3.9,0,GAME SPORTS,1122300,149152,87025,52611,287788,FALSE
21,Fishing Hook,1670695,50.0 M,4.38,0.5,1.4,0,GAME SPORTS,1170264,224059,124885,42450,109035,FALSE
22,zzSUNSET Last Season MM,1646405,10.0 M,4.1,9.2,18.5,0,GAME SPORTS,1084832,178726,87616,56943,238286,FALSE
23,Head Soccer,1630006,50.0 M,4.24,0,0.1,0,GAME SPORTS,1140776,167334,92821,35212,193860,FALSE
24,Pool Billiards Pro,1473444,100.0 M,4.34,0.1,0.3,0,GAME SPORTS,1018895,187338,121516,37415,108277,FALSE
25,Ace Fishing: Wild Catch,1374907,10.0 M,4.4,0,0.1,0,GAME SPORTS,957213,208771,95946,28198,84776,FALSE
26,Wrestling Revolution 3D,1255309,50.0 M,4.14,0.6,1.2,0,GAME SPORTS,836586,130760,80604,43473,163882,FALSE
27,Basketball Stars,1209408,50.0 M,4.36,1.7,2.7,0,GAME SPORTS,840179,174819,72389,27673,94345,FALSE
28,Run Race 3D,1204097,100.0 M,4.07,0.8,1.8,0,GAME SPORTS,763810,136170,90270,53281,160563,FALSE
29,3D Bowling,1167800,100.0 M,4.45,0.1,0.3,0,GAME SPORTS,848656,152103,74299,24350,68389,FALSE
30,Real Cricket™ 20,1112243,10.0 M,4.22,2.1,4.1,0,GAME SPORTS,746459,140841,69957,32913,122070,FALSE
31,3D Tennis,1093549,50.0 M,4.17,0.2,0.3,0,GAME SPORTS,698205,151796,88943,39290,115313,FALSE
32,Punch Boxing 3D,1041360,50.0 M,4.3,0.1,0.3,0,GAME SPORTS,726536,116882,76533,27655,93752,FALSE
33,Tennis Clash: 1v1 Free Online Sports Game,1031413,10.0 M,4.3,4.9,12.1,0,GAME SPORTS,667816,182678,77169,26048,77700,FALSE
34,PES CLUB MANAGER,1021104,10.0 M,4.09,0.5,0.8,0,GAME SPORTS,650483,127851,66627,36368,139772,FALSE
35,Shooting World - Gun Fire,1003990,50.0 M,4.6,0.5,1.1,0,GAME SPORTS,798902,106809,40829,15528,41919,FALSE
36,Archery Master 3D,952511,100.0 M,4.17,0.1,0.3,0,GAME SPORTS,628791,108612,73307,34015,107783,FALSE
37,Head Football LaLiga 2021 - Skills Soccer Games,896935,10.0 M,4.22,0.1,0.1,0,GAME SPORTS,621903,93540,47773,20912,112805,FALSE
38,Real Football,896639,50.0 M,3.75,0.6,1.2,0,GAME SPORTS,499764,91218,72895,43320,189440,FALSE
39,Soccer Star 2021 Top Leagues: Play the SOCCER game,894469,10.0 M,4.19,1,1.8,0,GAME SPORTS,611806,90171,54192,30113,108185,FALSE
40,Flip Diving,875100,50.0 M,4.48,0.4,0.9,0,GAME SPORTS,667500,88478,43118,20009,55992,FALSE
41,Cartola FC,839113,10.0 M,4.13,0.1,0.3,0,GAME SPORTS,544480,99053,59286,31136,105155,FALSE
42,World Cricket Championship Lt,813844,50.0 M,4.12,0.6,1.1,0,GAME SPORTS,534811,86210,55940,30031,106850,FALSE
43,Kite Flying - Layang Layang,787156,50.0 M,4.21,0.2,0.4,0,GAME SPORTS,559282,61134,40872,25287,100578,FALSE
44,Score! Match - PvP Soccer,771501,50.0 M,4.17,1.6,3.2,0,GAME SPORTS,509381,94586,51094,23586,92850,FALSE
45,Final kick 2020 Best Online football penalty game,763774,10.0 M,4.32,0.1,0.2,0,GAME SPORTS,530939,101437,47205,16616,67574,FALSE
46,Mini Golf King - Multiplayer Game,759841,10.0 M,4.25,0.3,0.6,0,GAME SPORTS,466780,153192,62122,21406,56338,FALSE
47,Ultimate Soccer - Football,730505,50.0 M,3.86,0.3,0.6,0,GAME SPORTS,434487,68636,55186,33165,139028,FALSE
48,Boxing Star,730171,10.0 M,4.42,1.1,2.2,0,GAME SPORTS,524546,102085,39971,15137,48431,FALSE
49,Real Cricket™ 17,727758,10.0 M,4.18,0.1,0.3,0,GAME SPORTS,484762,85323,49734,23192,84744,FALSE
50,Stickman Soccer 2014,708388,10.0 M,4.42,0.1,0.2,0,GAME SPORTS,527257,72076,42467,13397,53188,FALSE
51,Perfect Kick,706572,10.0 M,4.44,0,0,0,GAME SPORTS,535212,69910,33623,12717,55108,FALSE
52,Touchgrind BMX,695191,10.0 M,3.94,0.4,0.8,0,GAME SPORTS,407090,87343,61074,31346,108334,FALSE
53,Soccer Star 2020 World Football: World Star Cup,608998,10.0 M,4.14,0,0,0,GAME SPORTS,400377,69563,39878,19689,79488,FALSE
54,WWE SuperCard - Multiplayer Collector Card Game,602551,10.0 M,4.32,0.2,0.6,0,GAME SPORTS,429592,68579,29981,15985,58412,FALSE
55,Golf Battle,601078,50.0 M,4.11,4.4,10.3,0,GAME SPORTS,371099,92411,43711,22672,71183,FALSE
56,Shooting Archery,561986,50.0 M,4.51,6.8,16.2,0,GAME SPORTS,406428,89547,35227,9486,21295,FALSE
57,Winner Soccer Evo Elite,561499,10.0 M,4.3,1,2.2,0,GAME SPORTS,399433,56252,34988,16915,53908,FALSE
58,Basketball Shoot,560065,10.0 M,4.25,0,0,0,GAME SPORTS,367291,81373,43804,18634,48961,FALSE
59,Badminton League,516578,50.0 M,4.02,1.1,2.2,0,GAME SPORTS,325530,53747,37366,22713,77220,FALSE
60,Real Boxing – Fighting Game,516549,10.0 M,4.19,0.2,0.4,0,GAME SPORTS,339212,66763,36424,17507,56640,FALSE
61,EA SPORTS™ FIFA 21 Companion,515228,10.0 M,3.83,1.2,2.1,0,GAME SPORTS,297000,61572,31524,19955,105175,FALSE
62,Stickman Soccer - Classic,497940,10.0 M,4.4,0,0.1,0,GAME SPORTS,360270,57979,33583,10425,35680,FALSE
63,Soccer Cup 2021: Free Football Games,475283,50.0 M,4.16,3.3,7.5,0,GAME SPORTS,319421,47887,31696,16719,59558,FALSE
64,Golf Star™,457484,10.0 M,4.1,0,0.1,0,GAME SPORTS,271577,85182,31703,14203,54816,FALSE
65,Fanatical Football,455753,10.0 M,4.13,0.1,0.2,0,GAME SPORTS,298505,52029,31529,13869,59819,FALSE
66,⚽Puppet Soccer 2014 - Big Head Football 🏆,451539,10.0 M,4.04,0.4,0.9,0,GAME SPORTS,298819,37488,24296,16047,74887,FALSE
67,Basketball Mania,448564,10.0 M,4.3,0,0,0,GAME SPORTS,302579,61504,37000,13364,34115,FALSE
68,Toon Cup 2020 - Cartoon Network's Football Game,445534,50.0 M,4.06,1.3,2.5,0,GAME SPORTS,300285,33292,24292,15712,71949,FALSE
69,Volleyball Champions 3D - Online Sports Game,445355,10.0 M,4.12,0.2,0.3,0,GAME SPORTS,272769,64465,43954,17390,46776,FALSE
70,Basketball Battle,441765,10.0 M,4.39,0.3,0.8,0,GAME SPORTS,317978,53279,27059,12110,31336,FALSE
71,Shooting King,418362,10.0 M,4.33,0.2,0.4,0,GAME SPORTS,258225,87918,43360,10460,18396,FALSE
72,Homerun Battle 2,413700,5.0 M,4.68,0,0,0,GAME SPORTS,344230,38750,12150,3650,14920,FALSE
73,Shooting Ball,412920,10.0 M,4.45,8,26.7,0,GAME SPORTS,282088,73984,32519,8241,16086,FALSE
74,Hit & Knock down,396044,10.0 M,4.31,0.8,1.4,0,GAME SPORTS,263906,59676,33136,11445,27879,FALSE
75,Golf King - World Tour,394620,5.0 M,4.53,4.5,10.7,0,GAME SPORTS,272814,84901,20630,5249,11024,FALSE
76,Table Tennis 3D,392466,10.0 M,4.23,0.1,0.2,0,GAME SPORTS,253695,58286,33471,10684,36327,FALSE
77,Soccer Super Star,385951,10.0 M,4.42,19.4,63.7,0,GAME SPORTS,275515,51474,26456,8973,23531,FALSE
78,Fishing Paradise 3D Free+,384159,10.0 M,4.21,0.2,0.3,0,GAME SPORTS,243956,57661,35690,12759,34091,FALSE
79,Top Football Manager 2021,368176,10.0 M,4.31,1.2,2.4,0,GAME SPORTS,241981,63412,26359,8799,27622,FALSE
80,Sachin Saga Cricket Champions,366675,10.0 M,3.99,1,2.5,0,GAME SPORTS,223686,44968,26939,14327,56752,FALSE
81,Wrestling Revolution,365249,10.0 M,4.11,0.4,0.9,0,GAME SPORTS,240422,38724,23169,13138,49794,FALSE
82,3D Pool Ball,358273,10.0 M,4.3,0.5,1.1,0,GAME SPORTS,256937,34238,21156,10393,35547,FALSE
83,Stickman Basketball,355982,10.0 M,4.38,0,0,0,GAME SPORTS,258131,39495,21795,7981,28578,FALSE
84,Mike V: Skateboard Party,337586,10.0 M,4.35,0.1,0.1,0,GAME SPORTS,244494,35938,19437,7870,29845,FALSE
85,Stick Cricket Premier League,334400,5.0 M,4.21,0.1,0.2,0,GAME SPORTS,218684,48933,21412,9093,36275,FALSE
86,Golf Rival,327465,10.0 M,4.34,2.9,6.8,0,GAME SPORTS,218343,58508,18278,8332,24002,FALSE
87,Virtual Table Tennis 3D,327205,10.0 M,4.09,0,0.1,0,GAME SPORTS,209447,38034,25718,8379,45624,FALSE
88,Mobile Soccer League,323103,10.0 M,4.18,0.8,1.5,0,GAME SPORTS,207242,45880,24959,11035,33985,FALSE
89,Badminton Legend,310726,10.0 M,4.5,0.3,0.6,0,GAME SPORTS,245774,22826,14731,7295,20098,FALSE
90,Fishing Superstars,299047,10.0 M,4.25,0,0,0,GAME SPORTS,194652,46827,22049,7233,28284,FALSE
91,Soccer Kicks (Football),288866,10.0 M,4.03,0,0,0,GAME SPORTS,175748,34027,27924,14082,37083,FALSE
92,Retro Bowl,287935,1.0 M,4.72,4.5,13,0,GAME SPORTS,227552,47538,8800,1499,2542,FALSE
93,PBA® Bowling Challenge,274317,10.0 M,4.46,0.3,0.6,0,GAME SPORTS,194799,45701,14011,5592,14211,FALSE
94,Fanatical Basketball,273722,10.0 M,4.22,0.6,1.7,0,GAME SPORTS,186104,28541,20701,9215,29159,FALSE
95,Baseball Superstars® 2013,270190,5.0 M,4.44,0,0.1,0,GAME SPORTS,190684,40931,19616,5014,13943,FALSE
96,Mini Football - Mobile Soccer,270027,10.0 M,4.22,7.3,19.2,0,GAME SPORTS,179241,36655,16433,8350,29346,FALSE
97,Touchgrind Skate 2,268484,10.0 M,3.87,0.6,1.6,0,GAME SPORTS,149667,37168,24205,12963,44480,FALSE
98,Archery Tournament,265931,10.0 M,4.07,0,0,0,GAME SPORTS,149095,49183,30207,11909,25533,FALSE
99,Flip Master,263226,10.0 M,4.22,0.5,1.2,0,GAME SPORTS,177542,29853,19219,9464,27145,FALSE
100,Shoot Goal ⚽️ Football Stars Soccer Games 2021,260200,10.0 M,4.12,0.2,0.5,0,GAME SPORTS,173899,24732,16774,8756,36035,FALSE
1,Clash of Clans,55170976,500.0 M,4.49,0.3,0.6,0,GAME STRATEGY,42736445,5397273,2285363,978099,3773793,FALSE
2,Clash Royale,30599283,100.0 M,4.22,1568.1,1.1,0,GAME STRATEGY,20850163,3634022,1653329,771855,3689911,FALSE
3,Lords Mobile: Kingdom Wars,6282716,100.0 M,4.33,1.9,4.6,0,GAME STRATEGY,4452865,759462,355241,139087,576059,FALSE
4,Boom Beach,6043927,50.0 M,4.44,0.1,0.2,0,GAME STRATEGY,4400891,800442,322207,120278,400106,FALSE
5,Plants vs. Zombies FREE,5098445,100.0 M,4.33,0.6,1.3,0,GAME STRATEGY,3670080,527372,279328,140383,481280,FALSE
6,Castle Clash: Guild Royale,4977281,100.0 M,4.16,0.3,0.6,0,GAME STRATEGY,3444390,437921,262776,122379,709812,FALSE
7,Grow Empire: Rome,3639955,10.0 M,4.56,0.6,1.7,0,GAME STRATEGY,2712852,541251,218675,53951,113222,FALSE
8,World of Tanks Blitz PVP MMO 3D tank game for free,3586366,100.0 M,4.25,1.4,2.9,0,GAME STRATEGY,2518374,383289,170563,100826,413311,FALSE
9,Monster Legends: Breed & Merge Heroes Battle Arena,3308917,50.0 M,4.49,0.6,1.5,0,GAME STRATEGY,2529765,354913,146180,61592,216464,FALSE
10,Bid Wars - Storage Auctions and Pawn Shop Tycoon,3109721,10.0 M,4.39,0.2,0.5,0,GAME STRATEGY,2037468,580039,286521,78273,127417,FALSE
11,Clash of Kings : Newly Presented Knight System,2316309,50.0 M,4.09,0,0,0,GAME STRATEGY,1494521,269009,147725,75803,329247,FALSE
12,Vlogger Go Viral - Tuber Simulator Games,2102169,10.0 M,4.56,0.6,1.5,0,GAME STRATEGY,1658403,209043,87307,39632,107781,FALSE
13,Stick War: Legacy,1906000,100.0 M,4.51,2.5,5.9,0,GAME STRATEGY,1527923,135491,66113,36376,140094,FALSE
14,State of Survival: Survive the Zombie Apocalypse,1712043,50.0 M,4.43,4.5,10.3,0,GAME STRATEGY,1218235,270013,81840,31300,110652,FALSE
15,Clash of Lords 2: Guild Castle,1709336,10.0 M,4.27,0,0,0,GAME STRATEGY,1218013,156985,101397,35280,197659,FALSE
16,Rise of Kingdoms: Lost Crusade,1596863,10.0 M,4.18,1.8,4.4,0,GAME STRATEGY,1090428,176528,72373,37306,220225,FALSE
17,Last Shelter: Survival,1514095,10.0 M,4.27,0.5,1.1,0,GAME STRATEGY,975221,266031,104374,39825,128641,FALSE
18,Game of War - Fire Age,1493010,50.0 M,3.59,0,0,0,GAME STRATEGY,788580,132675,128929,58325,384499,FALSE
19,Megapolis: city building simulator. Urban strategy,1446666,50.0 M,4.39,0.2,0.3,0,GAME STRATEGY,1016465,216539,75228,34680,103752,FALSE
20,Empire: Four Kingdoms | Medieval Strategy MMO,1317635,50.0 M,4.11,0.1,0.1,0,GAME STRATEGY,817422,192799,100300,44307,162805,FALSE
21,Castle Crush: Epic Battle - Free Strategy Games,1281443,10.0 M,4.38,1.1,2.3,0,GAME STRATEGY,937488,137379,66995,29199,110379,FALSE
22,King of Thieves,1267557,10.0 M,4.4,0.2,0.4,0,GAME STRATEGY,915250,164131,64977,28453,94744,FALSE
23,Throne Rush,1224547,10.0 M,4.45,693.8,0.1,0,GAME STRATEGY,913769,141205,64490,22429,82651,FALSE
24,Game of Warriors,1084405,10.0 M,4.55,0.9,2,0,GAME STRATEGY,852981,104436,53688,19301,53997,FALSE
25,League of Legends: Wild Rift,1037325,10.0 M,4.29,0,0,0,GAME STRATEGY,757792,87307,46307,27614,118304,FALSE
26,Forge of Empires: Build your City,967308,10.0 M,4.34,0.7,1.8,0,GAME STRATEGY,647806,169109,55397,25205,69788,FALSE
27,Vikings: War of Clans,965851,10.0 M,4.39,0.1,0.4,0,GAME STRATEGY,696323,134808,34906,18992,80819,FALSE
28,Bid Wars 2: Pawn Shop - Storage Auction Simulator,961050,10.0 M,4.33,2.9,7.6,0,GAME STRATEGY,579654,217881,100341,23330,39841,FALSE
29,Mafia City,948896,50.0 M,4.08,2.3,5,0,GAME STRATEGY,627238,103887,39772,23835,154161,FALSE
30,aa,904713,50.0 M,4.22,0,0,0,GAME STRATEGY,609628,105180,66828,23420,99654,FALSE
31,Mobile Strike,897510,50.0 M,3.63,0.2,0.5,0,GAME STRATEGY,491666,71453,71979,34660,227749,FALSE
32,Bloons TD Battles,890792,10.0 M,4.29,0.5,1,0,GAME STRATEGY,613200,115694,52744,22637,86515,FALSE
33,King of Avalon: Dominion,877165,50.0 M,4.31,3.9,9,0,GAME STRATEGY,581205,145912,58794,19478,71773,FALSE
34,Last Empire - War Z: Strategy,873660,50.0 M,4,0,0,0,GAME STRATEGY,556372,84174,59121,29053,144938,FALSE
35,Rise of Empires: Ice and Fire,857214,10.0 M,4.7,17.8,47.4,0,GAME STRATEGY,726232,68289,25678,8089,28923,FALSE
36,Alien Creeps TD - Epic tower defense,849665,10.0 M,4.42,0.2,0.4,0,GAME STRATEGY,583850,145585,56794,18978,44455,FALSE
37,Vainglory,829682,10.0 M,3.65,0,0,0,GAME STRATEGY,463943,64832,53080,38789,209036,FALSE
38,Jungle Heat: War of Clans,828185,10.0 M,4.24,0,0,0,GAME STRATEGY,577994,84835,49069,21193,95092,FALSE
39,The Walking Dead No Man's Land,789938,10.0 M,4.53,0.4,0.8,0,GAME STRATEGY,578310,128210,38993,12648,31775,FALSE
40,DomiNations,757127,10.0 M,4.04,0.2,0.3,0,GAME STRATEGY,464985,106226,48811,27238,109863,FALSE
41,World at Arms,756652,10.0 M,4.13,0.1,0.2,0,GAME STRATEGY,473209,111560,60071,21942,89867,FALSE
42,Art of War: Legions,755588,10.0 M,4.45,2.5,6.6,0,GAME STRATEGY,590838,55623,31651,16866,60607,FALSE
43,Heroes of Order & Chaos,722062,10.0 M,3.53,0,0.1,0,GAME STRATEGY,352710,72575,81910,35542,179323,FALSE
44,METAL SLUG DEFENSE,695798,10.0 M,4.04,328.4,0.1,0,GAME STRATEGY,435845,80475,54242,22828,102405,FALSE
45,Army Men Strike - Military Strategy Simulator,672510,10.0 M,4.14,0.4,0.8,0,GAME STRATEGY,419583,102399,53691,21212,75623,FALSE
46,Toilet Time: Boredom killer Fun Mini Games to Play,633965,10.0 M,4.28,0.1,0.3,0,GAME STRATEGY,435148,76678,44621,17635,59881,FALSE
47,Castle Clash: Dominio del Reino,601321,5.0 M,4.3,0.1,0.2,0,GAME STRATEGY,431408,58813,35405,13745,61947,FALSE
48,Kingdom Rush - Tower Defense Game,600649,10.0 M,4.68,1.5,3.5,0,GAME STRATEGY,483726,78106,19233,5587,13993,FALSE
49,Final Fantasy XV: A New Empire,569020,10.0 M,3.63,0.1,0.3,0,GAME STRATEGY,305624,59345,36278,24555,143216,FALSE
50,Dead Ahead: Zombie Warfare,562932,5.0 M,4.44,0.4,1.1,0,GAME STRATEGY,386210,103781,34264,12605,26070,FALSE
51,Lapse: A Forgotten Future,556658,10.0 M,4.61,0.6,1.4,0,GAME STRATEGY,428268,81138,22108,8124,17018,FALSE
52,Heroes Evolved,541172,10.0 M,3.6,0.2,0.6,0,GAME STRATEGY,290619,45879,40986,27224,136461,FALSE
53,Dawn of Titans: War Strategy RPG,523682,5.0 M,4.14,0.2,0.5,0,GAME STRATEGY,341402,71472,26037,12608,72162,FALSE
54,Toy Defence 2 — Tower Defense game,497572,10.0 M,4.41,0.5,1.3,0,GAME STRATEGY,316488,113531,39448,9490,18612,FALSE
55,2020: My Country,494533,5.0 M,4.43,0.2,0.5,0,GAME STRATEGY,335263,86692,43116,10059,19400,FALSE
56,South Park: Phone Destroyer™ - Battle Card Game,487498,10.0 M,4.41,0.6,1.3,0,GAME STRATEGY,354722,60389,23523,13004,35858,FALSE
57,Castle Clash: King's Castle DE,485901,5.0 M,4.25,0.1,0.2,0,GAME STRATEGY,338830,50336,29206,12394,55134,FALSE
58,Clash of Lords: Guild Castle,485868,5.0 M,4.55,0,0,0,GAME STRATEGY,383512,46627,22758,7609,25358,FALSE
59,Random Dice: PvP Defense,478146,5.0 M,4.16,1.8,4.7,0,GAME STRATEGY,305562,68195,33985,15394,55007,FALSE
60,Empires and Allies,455122,10.0 M,4.31,0.2,0.4,0,GAME STRATEGY,314012,62390,26359,11800,40558,FALSE
61,Mini Warriors,447441,5.0 M,4.17,0,0,0,GAME STRATEGY,300972,52732,22787,11289,59659,FALSE
62,Guns of Glory: The Iron Mask,430583,50.0 M,3.86,2.1,3.6,0,GAME STRATEGY,255534,45372,26592,18720,84362,FALSE
63,Invasion: Modern Empire,421774,10.0 M,4.16,0.1,0.3,0,GAME STRATEGY,294674,36292,18281,9834,62691,FALSE
64,Tentacle Wars ™,418625,1.0 M,4.29,0.2,0.5,0,GAME STRATEGY,249548,93332,43318,11181,21244,FALSE
65,Realm Defense: Epic Tower Defense Strategy Game,417964,5.0 M,4.54,0.3,0.6,0,GAME STRATEGY,319881,52838,16180,7925,21137,FALSE
66,Gods of Olympus,401269,1.0 M,4.54,1.1,2.2,0,GAME STRATEGY,289219,70461,22665,5379,13543,FALSE
67,Survival Arena,398768,1.0 M,4.38,0,0,0,GAME STRATEGY,235417,104320,43060,6010,9958,FALSE
68,Disney Heroes: Battle Mode,397040,10.0 M,4.22,0.8,2,0,GAME STRATEGY,270231,46898,22959,12249,44700,FALSE
69,Reactor ☢️ - Idle Manager- Energy Sector Tycoon,395798,5.0 M,4.54,2,3.2,0,GAME STRATEGY,292407,58977,23477,7118,13817,FALSE
70,Deep Town: Mining Factory,392793,5.0 M,4.56,0.9,1.8,0,GAME STRATEGY,311297,37144,16792,9336,18222,FALSE
71,Virtual City® Playground: Building Tycoon,388381,5.0 M,4.41,0.1,0.2,0,GAME STRATEGY,252727,76346,37568,8529,13209,FALSE
72,War and Order,386342,10.0 M,4.17,1.6,3.3,0,GAME STRATEGY,237572,68520,29998,10225,40025,FALSE
73,Castle Clash : Guild Royale,386083,5.0 M,4.34,0.1,0.1,0,GAME STRATEGY,273104,47076,23603,8463,33835,FALSE
74,Clash of Lords 2: Битва Легенд,384600,1.0 M,4.62,0,0,0,GAME STRATEGY,319266,29922,10217,4638,20554,FALSE
